spec_id,short_descr,manufacturer,type,weight,megapixels,screen_size,dimensions
www.gosale.com//1129,"['pentax', 'k5', '163', 'mp', 'digital', 'slr', 'black', 'pentax', '1855', 'f3556', 'ii', 'af', 'lens', 'w16gb', 'sdhc', 'memory', 'extended', 'life', 'battery', 'acdc', 'charger', '3', 'piece', 'filter', 'kit', 'sdhc', 'usb', 'card', 'reader', 'shock', 'proof', 'deluxe', 'case', 'wstrap', 'memory', 'card', 'wallet', 'lens', 'pen', 'cleaner']",pentax,,,,,
www.gosale.com//1027,"['fujifilm', 'finepix', 's4200', 'digital', 'camera', '24x', 'zoom']",fuji photo film,,,,,
www.gosale.com//421,"['panasonic', 'lumix', 'dmczs40', 'digital', 'camera', '30x', 'zoom', 'wifi', 'gps', 'dmczs40k', 'black']",panasonic,point shoot,,,,
www.gosale.com//1122,"['nikon', 'd3200', '242', 'mp', 'cmos', 'digital', 'slr', '1855mm', 'vr', '55200mm', 'dx', 'zoom', 'lenses']",nikon,slr,,,,
www.gosale.com//581,"['fujifilm', 'finepix', 's9400w', '16mp', 'digital', 'camera']",fuji photo film,,,,,
www.gosale.com//770,"['canon', 'eos1d', 'mark', 'iii', '101mp', 'dslr', 'camera', 'body']",canon,slr,,10.1,3.0,
www.gosale.com//1450,"['nikon', 'coolpix', 's8100', '121mp', 'cmos', 'digital', 'camera', '1080p', 'video', '10x', 'zoom', 'ed', 'lens']",nikon,point shoot,,12.1,3.0,
www.gosale.com//912,"['pentax', 'k01', '16mp', 'apsc', 'cmos', 'compact', 'system', 'camera', '40mm', 'lens', 'yellow', 'extended', 'life', 'battery', '32gb', 'sdhc', 'class', '10', 'memory', 'card', 'usb', 'card', 'reader', 'memory', 'card', 'wallet', 'deluxe', 'case', 'wstrap', 'shock', 'proof', 'deluxe', 'case', 'mini', 'hdmi', 'hdmi', 'cable', '3', 'piece', 'p']",bvi,,,,,
www.gosale.com//952,"['canon', 'eos', '50d', '151mp', 'digital', 'slr', 'camera', 'ef', '28135mm', 'f3556', 'usm', 'standard', 'zoom', 'lens']",canon,,2724.0,,,
www.gosale.com//492,"['fujifilm', 'finepix', 'hs20', 'exr', '16mp', 'digital', 'camera', 'super', 'ebc', 'fujinon', 'lens', '30x', 'zoom']",fuji photo film,point shoot,,16.0,3.0,
www.gosale.com//1010,"['sony', 'cybershot', 'dscw530', '141mp', 'digital', 'camera', '4x', 'zoom', 'lens', 'black']",sony,2300810,,14.1,2.7,
www.gosale.com//934,"['fujifilm', 'finepix', 'jx250', '14mp', 'digital', 'camera', '5x', 'zoom']",fuji photo film,point shoot,,14.0,2.7,
www.gosale.com//441,"['fujifilm', 'xt1', '16mp', 'compact', 'system', 'camera', 'xf', '1855mm', 'f2840', 'lens']",fuji photo film,,,,,
www.gosale.com//445,"['canon', 'powershot', 'a570is', '71mp', 'digital', 'camera', '4x', 'optical', 'image', 'stabilized', 'zoom']",canon,,908.0,,,
www.gosale.com//1007,"['canon', 'eos', '6d', 'digital', 'slr', 'camera', '24105mm', '24', 'gb']",gid,,,,,
www.gosale.com//1312,"['nikon', 'd3300', '242mp', 'cmos', 'digital', 'slr', 'afs', 'dx', 'nikkor', '1855mm', 'f3556g', 'vr', 'ii', 'zoom', 'lens', 'black']",nikon,slr,,,,
www.gosale.com//510,"['panasonic', 'lumix', 'dmczr3', '141mp', 'digital', 'camera', '8x', 'zoom', 'black']",panasonic,point shoot,,14.1,2.7,
www.gosale.com//1346,"['tripod', 'kit', 'canon', 'sx30is', 'sx30', 'digital', 'camera', 'includes', '52', 'inch', 'pro', 'tripod', 'clear', 'lcd', 'screen', 'protectors']",butterflyphoto,,,,,
www.gosale.com//941,"['sigma', 'dp1', '14mp', 'digital', 'camera']",sigma,,908.0,,,
www.gosale.com//584,"['panasonic', 'lumix', 'dmczs5', '121mp', 'camera', 'w', '12x', 'mega', 'ois', 'zoom', 'black']",panasonic,point shoot,,12.1,2.7,
www.gosale.com//520,"['canon', 'powershot', 'd20', '121mp', 'waterproof', 'digital', 'camera', '5x', 'zoom', 'gps', 'tracking', 'blue']",canon,point shoot,,,,
www.gosale.com//750,"['canon', 'powershot', 'sd950is', '121mp', 'digital', 'camera', '37x', 'optical', 'image', 'stabilized', 'zoom']",canon,,908.0,,,3.8h2.4w1.1d
www.gosale.com//592,"['nikon', '1', 'v1', '101mp', 'hd', 'digital', 'camera', '1030mm', 'vr', '30110mm', 'lenses']",nikon,slr,,,,
www.gosale.com//965,"['nikon', 'coolpix', 's8200', '161mp', 'digital', 'camera', '14x', 'zoom', 'full', 'hd', '1080p', 'video', 'black']",nikon,point shoot,,16.1,,
www.gosale.com//1074,"['fujifilm', 'finepix', 's9200', '16mp', 'digital', 'camera']",fuji photo film,,,,,
www.gosale.com//551,"['nikon', 'd5200', '241mp', 'cmos', 'digital', 'slr', 'camera', 'body']",nikon,slr,,,,
www.gosale.com//728,"['nikon', 'coolpix', 's6100', '16mp', 'digital', 'camera', '7x', 'wideangle', 'zoom', '3inch', 'touchpanel', 'lcd', 'silver']",nikon,point shoot,,,,
www.gosale.com//1253,"['canon', 'powershot', 's95', 'sd4000', 'digital', 'c']",butterflyphoto,,,,,
www.gosale.com//524,"['canon', 'eos', '60d', 'digital', 'slr', 'self', 'portait', 'kit', 'includes', '67', 'monopod', 'rs80', 'remote', 'switch']",butterflyphoto,,,,,
www.gosale.com//1249,"['battery', 'kit', 'panasonic', 'lumix', 'dmcg1', 'dmcg10', '121', 'mp', 'digital', 'camera', 'includes', '2', 'extended', 'replacement', 'dmwblb13', '1500', 'mah', 'batteries', '3pc', 'lens', 'cleaning', 'kit', 'lcd', 'clear', 'screen', 'protectors']",butterflyphoto,,,,,
www.gosale.com//953,"['canon', 'powershot', 'sd30', '5mp', 'digital', 'elph', 'camera', '24x', 'optical', 'zoom']",canon,,908.0,,,3.8h1.8w0.9d
www.gosale.com//1225,"['kodak', 'easyshare', 'c913', '92mp', 'digital', 'camera', '3x', 'optical', 'zoom', 'pink']",kodak,,454.0,,,
www.gosale.com//1283,"['nikon', 'd5000', '123mp', 'digital', 'slr', 'camera', 'w', 'nikkor', 'dx', '1855mm', 'f3556g', 'vr', 'lens']",nikon,slr,2724.0,12.3,2.7,
www.gosale.com//1431,"['nikon', 'coolpix', 'l26', '161', 'mp', 'digital', 'camera', '5x', 'zoom', 'black']",nikon,point shoot,,,,
www.gosale.com//1029,"['olympus', 'sp800uz', '14mp', 'digital', 'camera', '30x', 'wide', 'angle', 'dual', 'zoom']",olympus,point shoot,,14.0,3.0,
www.gosale.com//488,"['canon', 'eos', 'rebel', 't5i', '180', 'mp', 'cmos', 'digital', 'slr', '1855mm', 'efs', 'stm', 'lens', 'canon', '75300', 'lens', '58mm', '2x', 'telephoto', 'lens', '58mm', 'wide', 'angle', 'lens', '4', 'lens', 'kit', 'w32gb', 'sdhc', 'memory', '2', 'extra', 'batteries', 'charger', '3', 'piece', 'filter', 'kit', 'uv', 'filter', 'full', 'size']",6ave,,,,,
www.gosale.com//599,"['panasonic', 'dmcfx3s', '6mp', 'digital', 'camera', '3x', 'optical', 'image', 'stabilized', 'zoom', 'silver']",panasonic,,908.0,,,
www.gosale.com//1213,"['panasonic', 'lumix', 'dmclx7w', '101mp', 'digital', 'camera', '75x', 'zoom', 'white']",panasonic,point shoot,,,,
www.gosale.com//1086,"['canon', 'powershot', 'sd780', 'digital', 'elph', '121mp', 'digi', 'cam', 'w', '3x', 'optical', 'zoom', 'black']",canon,,454.0,,,
www.gosale.com//841,"['npw126', 'repacement', 'battery', 'fuji', 'xpro', '1', 'accessory', 'kit']",bvi,,,,,
www.gosale.com//597,"['sony', 'alpha', 'nex6', '161mp', 'compact', 'interchangeable', 'lens', 'digital', 'camera', 'body']",sony,slr,,,,
www.gosale.com//1351,"['nikon', 'coolpix', 'l810', '161mp', 'digital', 'camera', '26x', 'zoom', 'black']",nikon,point shoot,,,,
www.gosale.com//998,"['canon', 'powershot', 's95', 'sd4000', 'digital']",butterflyphoto,,,,,
www.gosale.com//1000,"['nikon', 'coolpix', 's9100', '121', 'mp', 'cmos', 'digital', 'camera', '18x', 'zoom', 'full', 'hd', 'video', 'silver']",nikon,point shoot,,12.1,3.0,
www.gosale.com//1463,"['nikon', 'coolpix', 'p300', '122', 'cmos', 'digital', 'camera', '42x', 'zoom', 'full', 'hd', '1080p', 'video']",nikon,passport id,,12.2,3.0,
www.gosale.com//1365,"['nikon', 'd40x', '102mp', 'digital', 'slr', 'camera', '1855mm', 'f3556g', 'ed', 'ii', 'afs', 'dx', 'zoomnikkor', 'lens']",nikon,slr,1816.0,,,5.0h3.0w2.0d
www.gosale.com//1296,"['nikon', 'd3200', '242mp', 'digital', 'slr', '1855mm', 'f3556', 'afs', 'dx', 'vr', 'zoom', 'lens']",nikon,slr,,,,
www.gosale.com//1289,"['2', 'pack', 'celltime', 'lpe12', 'replacement', 'batteries', 'canon', 'sl1', 'digital', 'slr', 'rapid', 'acdc', 'charger', 'canon', 'sl1']",celltime inc,,,,,
www.gosale.com//504,"['canon', 'eos', 'rebel', 't3i', 'digital', '18mp', 'slr', 'camera', 'efs', '1855mm', 'f3556', 'lens', 'ef', '75300mm', 'f456', 'iii', 'telephoto', 'zoom', 'lens', 'sse', 'premium', 'slr', 'lens', 'accessory', 'package']",canon,,,,,
www.gosale.com//1363,"['canon', 'powershot', 's2', '5mp', 'digital', 'camera', '12x', 'optical', 'image', 'stabilized', 'zoom']",canon,,454.0,,,4.4h3.1w3.0d
www.gosale.com//1069,"['canon', 'eos', '18mp', 'mirrorless', 'camera', 'efm', '1855mm', 'stm', 'lens']",canon,point shoot,,,,
www.gosale.com//837,"['nikon', 'coolpix', 'l820', '16mp', 'cmos', 'digital', 'camera', '30x', 'zoom', 'and1080p', 'video', 'red']",nikon,point shoot,,,,
www.gosale.com//1397,"['pentax', 'k01', '16mp', 'apsc', 'cmos', 'compact', 'system', 'camera', 'body', 'white', 'extended', 'life', 'battery', '32gb', 'sdhc', 'class', '10', 'memory', 'card', 'usb', 'card', 'reader', 'memory', 'card', 'wallet', 'deluxe', 'case', 'wstrap', 'shock', 'proof', 'deluxe', 'case', 'mini', 'hdmi', 'hdmi', 'cable', 'professional', 'full']",bvi,,,,,
www.gosale.com//1126,"['konica', 'minolta', 'x60', '5mp', 'digital', 'camera', '3x', 'optical', 'zoom']",konica minolta,,454.0,,,3.3h2.2w0.9d
www.gosale.com//1400,"['canon', 'eos', '5d', 'mark', 'ii', '211mp', 'full', 'frame', 'cmos', 'digital', 'slr', 'camera', 'ef', '24105mm', 'f4', 'l', 'usm', 'lens', 'w16gb', 'cf', 'memory', 'battery', 'grip', '2', 'extra', 'extended', 'life', 'batteries', 'usb', 'card', 'reader', 'shock', 'proof', 'deluxe', 'hard', 'case', '3', 'piece', 'filter', 'kit', 'professional', 'full']",bvi,,,,,
www.gosale.com//535,"['kodak', 'easyshare', 'c182', 'digital', 'camera', 'blue']",kodak,point shoot,,12.0,3.0,
www.gosale.com//776,"['canon', 'powershot', 's95', 'sd4000', 'digital', 'c']",butterflyphoto,,,,,
www.gosale.com//786,"['canon', 'powershot', 'sd990', 'digital', 'elph', '147mp', '37x', 'zoom', 'black']",canon,,454.0,,,3.8h2.4w1.1d
www.gosale.com//431,"['nikon', 'd600', '243mp', 'cmos', 'fxformat', 'digital', 'slr', 'camera', 'body']",nikon,slr,,,,
www.gosale.com//1496,"['kodak', 'easyshare', 'z700', '4mp', 'digital', 'camera', '5x', 'optical', 'zoom']",kodak,,908.0,,,
www.gosale.com//1095,"['panasonic', 'lumix', 'dmcfz40', '141mp', 'digital', 'camera', '24x', 'zoom']",panasonic,,,14.1,3.0,
www.gosale.com//607,"['pentax', 'optio', 'm20', '7mp', 'digital', 'camera', '3x', 'optical', 'zoom']",pentax,,908.0,,,
www.gosale.com//1417,"['canon', 'powershot', 'a550', '71mp', 'digital', 'camera', '4x', 'optical', 'zoom']",canon,,908.0,,,3.6h2.5w1.7d
www.gosale.com//435,"['canon', 'powershot', 'sx40', 'hs', '121mp', 'digital', 'camera', '35x', 'zoom']",canon,point shoot,,12.1,,
www.gosale.com//1192,"['canon', 'powershot', 'a580', '8mp', 'digital', 'camera', '4x', 'optical', 'zoom']",canon,,908.0,,,3.7h1.6w2.5d
www.gosale.com//529,"['nikon', 'd70s', '61mp', 'digital', 'slr', 'camera', 'body']",nikon,slr,1816.0,,,
www.gosale.com//1310,"['panasonic', 'lumix', 'dmcgx1', '16mp', 'micro', '43', 'compact', 'system', 'camera', 'body']",panasonic,,,,,
www.gosale.com//526,"['canon', 'powershot', 'sx50', 'hs', '121mp', 'digital', 'camera', '50x', 'zoom', '32gb', 'super', 'bundle']",canon,,,,,
www.gosale.com//1168,"['ultimate', 'accessory', 'kit', 'panasonic', 'lumix', 'dmcg10', '121', 'mp', 'includes', '32gb', 'high', 'speed', 'sd', 'memory', 'card', 'extended', 'replacement', 'dmwblb13', '1500', 'mah', 'battery', 'acdc', 'rapid', 'travel', 'charger', 'deluxe', 'carrying', 'case', '52', 'inch', 'pro', 'tripod', 'monopod', 'much']",butterflyphoto,,,12.1,,
www.gosale.com//816,"['panasonic', 'lumix', 'dmcgh4', '1605mp', 'digital', 'mirrorless', 'camera', '4k', 'cinematic', 'video', 'body']",panasonic,slr,,,,
www.gosale.com//725,"['fujifilm', 'instax', 'mini', '25', 'instant', 'film', 'camera', 'white']",fuji photo film,,,,,
www.gosale.com//410,"['panasonic', 'lumix', 'dmcgf3xk', '121', 'mp', 'micro', 'four', 'thirds', 'compact', 'system', 'camera', '3inch', 'touchscreen', 'lcd', 'lumix', 'g', 'x', 'vario', 'pz', '1442mmf3556', 'lens', 'black']",panasonic,,,,,
www.gosale.com//929,"['canon', 'powershot', 'sd750', 'elph', 'digital', 'camera', 'silver']",canon,,454.0,,,3.6h2.2w0.8d
www.gosale.com//1034,"['samsung', 'tl500', 'digital', 'camera', '10mp', '3x', 'zoom', 'ultrawide', '24mm', 'f18', 'schneider', 'kreuznach', 'lens']",samsung,point shoot,,10.0,3.0,
www.gosale.com//993,"['blackmagic', 'design', 'cinema', 'camera', 'ef', 'mount']",blackmagic design,,,,,
www.gosale.com//971,"['panasonic', 'lumix', 'dmcgm1ks', 'compact', 'system', 'camera', '1232mm', 'lens', 'kit', 'silver']",panasonic,slr,,,,
www.gosale.com//1073,"['canon', 'eos', 'rebel', 't3i', 't3i', '600d', 'digital', 'slr', 'camera', 'body', '32gb', 'deluxe', 'accessory', 'kit']",zeemo,,,,,
www.gosale.com//513,"['sony', 'cybershot', 'dsct500', '10mp', 'digital', 'camera', '5x', 'optical', 'zoom', 'super', 'steady', 'shot', 'image', 'stabilization']",sony,,454.0,,,4.2h0.9w2.8d
www.gosale.com//521,"['sony', 'nex7', 'alpha', '243mp', 'compact', 'digital', 'slr', 'camera', 'body']",sony,slr,,,,
www.gosale.com//429,"['panasonic', 'lumix', 'dmcsz3', '161mp', 'compact', 'digital', 'camera', '10x', 'zoom', 'violet']",panasonic,,,,,
www.gosale.com//1297,"['panasonic', 'lumix', 'dmczs25', '161mp', 'compact', 'digital', 'camera', '40x', 'zoom', 'dmczs25k', 'black']",panasonic,point shoot,,,,
www.gosale.com//970,"['canon', 'eos', '60d', 'digital', 'slr', 'lens', 'hood', 'kit', 'includes', '67mm', 'hard', 'lens', 'hood', '3', 'pc', 'high', 'res', 'filter', 'kit', 'lcd', 'lens', 'cleaner']",butterflyphoto,,,,,
www.gosale.com//1216,"['panasonic', 'lumix', 'dmcfx78', '121mp', 'digital', 'camera', '5x', 'f25', 'ultra', 'wide', 'angle', 'zoom', 'lens', 'black']",panasonic,point shoot,,,,
www.gosale.com//499,"['canon', 'digital', 'rebel', 'xsi', '12mp', 'digital', 'slr', 'camera', 'efs', '1855mm', 'f3556', 'lens', '450d']",canon,slr,3178.0,12.0,3.0,6.0h6.0w12.0d
www.gosale.com//722,"['sony', 'alpha', 'slta77', 'dslr', 'digital', 'camera', 'body', 'package', '5']",sony,,,,,
www.gosale.com//629,"['panasonic', 'lumix', 'dmcgf5', '12mp', 'compact', 'camera', '1442', 'zoom', 'lens', 'dmcgf5kk']",panasonic,point shoot,,,,
www.gosale.com//1378,"['nikon', 'd80', '102mp', 'digital', 'slr', 'camera', 'body']",nikon,slr,1816.0,,,5.5h4.4w3.1d
www.gosale.com//1335,"['panasonic', 'lumix', 'dmcg3', '16mp', 'micro', 'fourthirds', 'interchangeable', 'lens', 'camera', '1442mm', 'lumix', 'g', 'vario', 'f3556', 'lens']",panasonic,point shoot,,16.3,3.0,
www.gosale.com//545,"['panasonic', 'lumix', 'dmczs3', '10mp', 'digital', 'camera', 'avchd', 'lite', 'hd', 'video', '12x', 'zoom', 'black']",panasonic,,908.0,,,
www.gosale.com//817,"['canon', 'eos', '7d', '18', 'mp', 'cmos', 'dslr', 'camera', 'kit', '18135mm', 'f3556', 'ud', 'zoom', 'lens']",canon,slr,,,,
www.gosale.com//554,"['panasonic', 'lumix', 'dmczs35', '161mp', 'digital', 'camera', '20x', 'zoom', 'black']",panasonic,point shoot,,,,
www.gosale.com//534,"['canon', 'powershot', 'sd3500', 'digital', 'elph', 'w', 'touchscreen', 'lcd', '5x', 'zoom', 'black']",canon,,,14.1,,
www.gosale.com//871,"['canon', 'powershot', 'sd1100is', '8mp', 'digital', 'camera', '3x', 'optical', 'image', 'stabilized', 'zoom', 'silver']",canon,,3178.0,,,3.4h0.9w2.2d
www.gosale.com//883,"['canon', 'eos', 'rebel', 'sl1', '180', 'mp', 'cmos', 'digital', 'slr', '1855mm', 'efs', 'stm', 'lens']",canon,slr,,,,
www.gosale.com//1196,"['pentax', 'k5', '163', 'mp', 'digital', 'slr', '3inch', 'lcd', 'black', 'w32gb', 'sdhc', 'memory', '2', 'extended', 'life', 'batteries', 'acdc', 'charger', 'sdhc', 'usb', 'card', 'reader', 'shock', 'proof', 'deluxe', 'case', 'wstrap', 'full', 'size', 'tripod', 'memory', 'card', 'wallet', 'lens', 'pen', 'cleaner', 'mini', 'tripod', 'accesso']",pentax,,,,,
www.gosale.com//1240,"['canon', 'powershot', 'sd960', 'digital', 'elph', 'camera', '121mp', '4x', 'wide', 'angle', 'optical', 'zoom', 'silver']",canon,point shoot,454.0,12.1,2.8,
www.gosale.com//1436,"['fujifilm', 'xe1', '163', 'mp', 'compact', 'system', 'digital', 'camera', 'body', 'black']",fuji photo film,slr,,,,
www.gosale.com//863,"['panasonic', 'lumix', 'dmcfx500', '101mp', 'digital', 'camera', '5x', 'wide', 'angle', 'mega', 'optical', 'zoom', 'silver']",panasonic,,454.0,,,
www.gosale.com//541,"['nikon', 'coolpix', 's8000', '14mp', 'digital', 'camera', '10x', 'wide', 'ed', 'vr', 'zoom', 'silver']",nikon,point shoot,,14.2,,
www.gosale.com//618,"['fujifilm', 'finepix', 'z20fd', '10mp', 'digital', 'camera', '3x', 'optical', 'zoom', 'ice', 'blue']",fuji photo film,,908.0,,,3.6h0.8w2.2d
www.gosale.com//1301,"['nikon', 'coolpix', 'l24', 'digital', 'camera', '14mp', '36x', 'zoom', 'red']",nikon,point shoot,,,,
www.gosale.com//982,"['canon', 'eos', '60d', '18mp', 'cmos', 'dslr', 'camera', 'body']",canon,slr,,18.0,,
www.gosale.com//548,"['panasonic', 'lumix', 'dmctz5k', '9mp', 'digital', 'camera', '10x', 'wide', 'angle', 'mega', 'optical', 'image', 'stabilized', 'zoom']",panasonic,,908.0,,,2.3h1.4w4.1d
www.gosale.com//627,"['kodak', 'easyshare', 'c1550', '16mp', 'digital', 'camera', '5x', 'zoom', 'blue']",kodak,,,,,
www.gosale.com//1172,"['canon', 'powershot', 'sd1200', 'digital', 'elph', '10mp', 'camera', 'w', '3x', 'zoom', 'grey']",canon,,454.0,,,
www.gosale.com//807,"['canon', 'powershot', 'd20', 'waterproof', 'camera', 'package']",canon,,,,,
www.gosale.com//1478,"['canon', 'eos', 'rebel', 't5i', 'upgrade', 'kit', 'upgrading', 'previous', 'rebel', 'digital', 'slr', 'camera', 'includes', '2', 'canon', 'lpe8', 'replacement', 'batteries', 'rapid', 'travel', 'charger', 'wireless', 'remote', '32gb', 'high', 'speed', 'sdhc', 'memory', 'card', 'sd', 'card', 'reader', 'hdmi', 'cable', 'memory', 'walle']",circuit street,,,,,
www.gosale.com//1087,"['lens', 'kit', 'includes', '52mm', '3pc', 'high', 'resolution', 'multi', 'coated', 'filter', 'kit', 'hd', '2x', 'telephoto', 'lens', '4', 'piece', 'closeup', 'filter', 'set', 'includes', '1', '2', '4', '10', 'panasonic', 'lumix', 'dmcg1', 'dmcg10', '121', 'mp', 'digital', 'camera']",butterflyphoto,,,,,
www.gosale.com//1015,"['canon', 'eos', '6d', 'digital', 'slr', 'camera', '24105mm', '24', 'gb']",gid,,,,,
www.gosale.com//1203,"['2', 'pack', 'replacement', 'batteries', 'sony', 'alpha', 'nex3', 'nex5', 'slr', 'npfw50', 'batteries', '1500', 'mah', 'lens', 'cleaning', 'kit']",butterflyphoto,,,,,
www.gosale.com//1265,"['canon', 'eos', '7d', 'digital', 'slr', 'camera', 'efs', '1855mm', 'f3556', 'autofocus', 'lens', 'ef', '75300mm', 'f4056', 'iii', 'autofocus', 'lens', '16gb', 'essential', 'camera', 'accessory', 'kit']",zeemo,,,,,
www.gosale.com//1082,"['canon', 'eos', 'rebel', 'sl1', 'dslr', 'camera', 'efs', '1855mm', 'f3556', 'stm', 'lens', 'canon', 'efs', '55250mm', 'f456', 'ii', 'lens', 'digital', 'slr', 'cameras', '32gb', 'package', '2']",canon,digitalslrcamera,,,,
www.gosale.com//870,"['sony', 'cybershot', 'dscw130', '81mp', 'digital', 'camera', '4x', 'optical', 'zoom', 'super', 'steady', 'shot', 'pink']",sony,,454.0,,,
www.gosale.com//800,"['canon', 'eos', 'rebel', 't3i', '18', 'mp', 'cmos', 'digital', 'slr', 'camera', 'digic', '4', 'imaging', 'efs', '18135mm', 'f3556', 'lens', 'ef', '75300mm', 'f4056', 'iii', 'autofocus', 'lens', '16gb', 'deluxe', 'kit']",zeemo,,,,,
www.gosale.com//528,"['sony', 'cybershot', 's650', '72mp', 'digital', 'camera', '3x', 'optical', 'zoom']",sony,,454.0,,,
www.gosale.com//1031,"['kodak', 'easyshare', 'c300', '3mp', 'digital', 'camera']",kodak,,454.0,,,12.0h10.0w5.0d
www.gosale.com//964,"['panasonic', 'lumix', 'dmczs15', '121', 'mp', 'digital', 'camera', '16x', 'optical', 'zoom', 'black', 'w8gb', 'sdhc', 'memory', 'card', 'extended', 'life', 'bcg10', 'battery', 'deluxe', 'case', 'wstrap', 'usb', 'card', 'reader', 'memory', 'card', 'wallet', 'accessory', 'saver', 'bundle']",panasonic,,,,,
www.gosale.com//1332,"['canon', 'eos', '60d', 'digital', 'slr', 'essentials', 'accessory', 'kit', 'includes', '16gb', 'high', 'speed', 'sd', 'memory', 'card', 'usb', '20', 'high', 'speed', 'card', 'reader', 'extended', 'replacement', 'lpe6', '2600', 'mah', 'battery', 'acdc', 'rapid', 'travel', 'battery', 'charger', 'deluxe', 'slr', 'case', 'gripster']",butterflyphoto,,,,,
www.gosale.com//1426,"['sony', 'cybershot', 'dscw130', '81mp', 'digital', 'camera', '4x', 'optical', 'zoom', 'super', 'steady', 'shot', 'silver']",sony,,454.0,,,
www.gosale.com//1355,"['nikon', 'd60', '102mp', 'digital', 'slr', 'camera', '1855mm', 'f3556g', 'afs', 'dx', 'vr', '55200mm', 'f456g', 'ed', 'afs', 'dx', 'vr', 'zoomnikkor', 'lens', '2', 'nikon', 'school', 'dvds']",nikon,slr,3632.0,,,
www.gosale.com//976,"['fujifilm', 'finepix', 's2000hd', '10mp', 'digital', 'camera', '15x', 'optical', 'dual', 'image', 'stabilized', 'zoom']",fuji photo film,,908.0,,,
www.gosale.com//1471,"['sony', 'cybershot', 'dschx200v', '182mp', 'digital', 'camera', '30x', 'zoom']",sony,point shoot,,,,
www.gosale.com//1060,"['sony', 'alpha', 'slta77', 'dslr', 'digital', 'camera', 'body', 'package', '1']",sony,,,,,
www.gosale.com//771,"['nikon', 'd3000', '102mp', 'digital', 'camera', 'w1855mm', '55200mm', 'lens', 'kit']",nikon,,,,,
www.gosale.com//866,"['pentax', 'optio', 't10', '6mp', 'digital', 'camera', '3x', 'optical', 'zoom']",pentax,,908.0,,,7.4h6.4w3.9d
www.gosale.com//460,"['nikon', 'coolpix', 'l830', '16mp', 'cmos', 'digital', 'camera', '34x', 'zoom', 'full', '1080p', 'hd', 'video', 'black']",nikon,point shoot,,,,
www.gosale.com//1224,"['panasonic', 'lumix', 'dmcts1', '12mp', 'tough', 'waterproof', 'camera', 'w', '46x', 'wideangle', 'mega', 'zoom', 'silver']",panasonic,point shoot,454.0,12.0,2.7,
www.gosale.com//1442,"['nikon', 'd90', 'dx', '123mp', 'digital', 'slr', 'camera', '18105mm', 'f3556g', 'ed', 'afs', 'vr', 'dx', 'nikkor', 'zoom', 'lens']",nikon,,3178.0,,,
www.gosale.com//1040,"['ultimate', 'gripster', 'bundle', 'canon', 'powershot', 'sx130', 'digital', 'camera', 'includes', 'gripster', '16gb', 'high', 'speed', 'sd', 'memory', 'card', '4aa', '2900', 'mah', 'rechargable', 'nimh', 'baterries', 'charger', 'deluxe', 'carrying', 'case', 'clear', 'lcd', 'screen', 'protectors']",butterflyphoto,,,,,
www.gosale.com//1333,"['panasonic', 'lumix', 'dmczs15', '121', 'mp', 'digital', 'camera', '16x', 'optical', 'zoom', 'black', 'w16gb', 'sdhc', 'memory', 'card', 'extended', 'life', 'bcg10', 'battery', 'deluxe', 'case', 'wstrap', 'usb', 'card', 'reader', 'memory', 'card', 'wallet', 'accessory', 'saver', 'bundle']",panasonic,,,,,
www.gosale.com//1470,"['olympus', 'stylus', '830', '8mp', 'digital', 'camera', 'dual', 'image', 'stabilized', '5x', 'optical', 'zoom', 'silver']",olympus,,908.0,,,
www.gosale.com//1002,"['nikon', 'd300', 'dx', 'digital', 'slr', 'camera', 'body']",nikon,slr,3178.0,,,8.3h8.0w6.3d
www.gosale.com//595,"['canon', 'powershot', 'sd770is', '10mp', 'digital', 'camera', '3x', 'optical', 'image', 'stabilized', 'zoom', 'silver']",canon,,908.0,,,3.4h2.1w0.8d
www.gosale.com//853,"['canon', 'powershot', 'elph', '510', 'hs', '121mp', 'digital', 'camera', '12x', 'zoom', 'full', 'hd', 'video', 'black']",canon,point shoot,,12.1,,
www.gosale.com//996,"['nikon', '1', 'v1', '101mp', 'hd', 'digital', 'camera', 'system', '1030mm', 'lens']",nikon,slr,,,,
www.gosale.com//924,"['fujifilm', 'finepix', 'real', '3d', 'w3', 'essentials', 'accessory', 'kit', 'includes', '8gb', 'high', 'speed', 'sd', 'memory', 'card', 'usb', '20', 'high', 'speed', 'card', 'reader', 'deluxe', 'hard', 'case', 'mini', 'hdmi', 'hdmi', 'cable', 'mini', 'tripod']",butterflyphoto,,,,,
www.gosale.com//1151,"['canon', 'eos', '6d', '202mp', 'digital', 'slr', 'camera', 'ef', '24105mm', 'lens', 'kit']",canon,slr,,,,
www.gosale.com//1214,"['samsung', 'gc110', 'galaxy', 'digital', 'camera', 'white', '16gb', 'micrsd', 'memory', 'card', 'lithium', 'ion', 'rechargeable', 'battery', 'carrying', 'case', 'memory', 'wallet', 'table', 'top', 'tripod', 'lens', 'cleaning', 'kit', 'lcd', 'protector', 'usb', 'sdhc', 'reader']",ebasket,,,,,
www.gosale.com//588,"['canon', 'powershot', 'pro', 'series', 's5', '80mp', 'digital', 'camera', '12x', 'optical', 'image', 'stabilized', 'zoom']",canon,,1362.0,,,6.5h4.2w1.2d
