spec_id,screen_size,brand,type,megapixels,dots,weight,dimensions
www.price-hunt.com//9620,3.5,nikon,point shoot,14.1,819000d,133.0,2.5h3.9w0.6d
www.price-hunt.com//9765,2.7,fujifilm,point shoot,12.2,230000d,126.0,2.2h3.7w0.8d
www.price-hunt.com//9572,2.7,canon,advanced point shoot,12.1,,,4.1h2.7w3.2d
www.price-hunt.com//874,3.0,canon,point shoot,10.1,461000d,181.0,2.3h3.9w1.0d
www.price-hunt.com//9821,,canon,slr,18.0,,,
www.price-hunt.com//931,3.0,sony,point shoot,18.2,460800d,164.0,2.2h3.8w1.0d
www.price-hunt.com//823,2.7,sony,camcorder,9.2,230000d,190.0,
www.price-hunt.com//9749,3.0,sony,digital interchangeable lens,24.3,921600d,283.0,4.3h2.5w1.4d
www.price-hunt.com//9925,2.5,pentax,point shoot,14.0,230000d,108.0,
www.price-hunt.com//9837,3.0,canon,point shoot,12.1,461000d,144.0,2.2h3.8w0.9d
www.price-hunt.com//862,2.7,panasonic,camcorder,2.2,230400d,216.0,2.1h2.3w4.6d
www.price-hunt.com//9790,2.7,fujifilm,point shoot,16.0,230000d,124.0,2.3h3.7w1.0d
www.price-hunt.com//815,2.8,fujifilm,mirrorless,12.0,460000d,333.0,4.6h2.7w2.2d
www.price-hunt.com//9840,3.0,kodak,point shoot,16.0,230000d,180.0,
www.price-hunt.com//9728,3.0,nikon,dslr,12.1,920000d,995.0,5.8h4.8w3.0d
www.price-hunt.com//9682,2.7,panasonic,point shoot,16.1,230000d,152.0,2.2h3.9w1.1d
www.price-hunt.com//9817,3.0,nikon,point shoot,16.0,460000d,145.0,2.3h3.8w0.9d
www.price-hunt.com//911,3.0,sony,dslr,16.1,921600d,345.0,4.7h2.6w1.7d
www.price-hunt.com//9552,3.0,nikon,point shoot,16.0,460000d,206.0,2.4h4.3w1.2d
www.price-hunt.com//854,3.0,canon,point shoot,16.0,230000d,313.0,
www.price-hunt.com//9786,3.0,samsung,point shoot,16.1,288000d,130.0,2.2h3.6w0.7d
www.price-hunt.com//9856,3.0,olympus,point shoot,14.0,460000d,147.0,2.5h4.1w0.9d
www.price-hunt.com//9712,,fujifilm,,0.6,,307.0,
www.price-hunt.com//747,3.0,canon,point shoot,14.3,922000d,492.0,3.2h4.6w2.5d
www.price-hunt.com//9657,3.0,canon,point shoot,16.0,230000d,145.0,2.2h3.8w1.0d
www.price-hunt.com//878,3.0,sony,point shoot,16.2,921600d,208.0,2.3h4.0w1.1d
www.price-hunt.com//897,3.0,sony,camcorder,,230000d,230.0,2.1h2.2w4.9d
www.price-hunt.com//9745,3.0,pentax,dslr,16.3,921000d,590.0,5.1h3.8w2.8d
www.price-hunt.com//9616,2.7,rollei,point shoot,10.0,,112.0,2.4h3.8w0.9d
www.price-hunt.com//839,3.0,pentax,dslr,16.3,921000d,590.0,5.1h3.8w2.8d
www.price-hunt.com//9883,3.0,sony,dslr,20.1,230400d,411.0,5.0h3.6w3.3d
www.price-hunt.com//751,3.0,nikon,point shoot,20.2,460000d,430.0,3.0h4.4w3.3d
www.price-hunt.com//9568,3.0,sony,dslr,16.1,921600d,539.0,5.2h3.8w3.2d
www.price-hunt.com//9587,2.7,sony,camcorder,9.2,230000d,210.0,
